Speaker_ID,Start_Time,End_Time,Duration_Seconds,Word_Count,Confidence,Reason,Content
887,2025-08-18T15:18:56.657,2025-08-18T15:18:59.54,1.0,21,high,long pause (3.1s),I wanted to mention um was we started the Office of New Americans again with some private funding that we received
888,2025-08-18T15:19:01.557,2025-08-18T15:19:01.807,0.25,6,high,long pause (2.0s),last year and there's been a
889,2025-08-18T15:19:04.723,2025-08-18T15:19:05.773,0.5,12,high,long pause (2.9s),real demand by employers um to talk to our folks about a
890,2025-08-18T15:19:08.957,2025-08-18T15:19:10.007,0.5,9,high,long pause (3.2s),"specifically, um, the visas, the enforcement activities that are"
891,2025-08-18T15:19:12.69,2025-08-18T15:19:16.573,1.0,17,high,long pause (2.7s),"occurring and um for employers to understand their rights. And so, uh, we've been, our, our team"
892,2025-08-18T15:19:18.657,2025-08-18T15:19:30.907,2.25,49,high,long pause (2.1s),"has been in the field, um, training folks who, um, operate and own these farms, and it's been really successful. I think people just feel relieved to understand, you know, where the, where the lines are and what they can do to support their employees, and of course we"
893,2025-08-18T15:19:32.99,2025-08-18T15:19:39.04,1.25,21,high,long pause (2.1s),"administer the HTA and migrant seasonal Farm worker programs, those are both, you know, these, um, programs that allow uh agricultural"
894,2025-08-18T15:19:41.39,2025-08-18T15:19:43.44,0.5,12,high,long pause (2.4s),"uh businesses to import workers on a limited basis, and so we"
895,2025-08-18T15:19:45.49,2025-08-18T15:19:49.673,1.0,20,high,long pause (2.0s),"just, um, been handling a lot of questions and concerns from those communities. So, um, really excited to have the"
896,2025-08-18T15:19:52.69,2025-08-18T15:20:02.24,2.0,44,high,long pause (3.0s),"opposite new Americans online to be able to focus on those concerns from the agricultural sector. Um, thank you again for letting me appear remotely. I'm sorry I couldn't be there with you today, and I'll turn it over to the next presenter. Thanks."
897,2025-08-18T15:20:06.023,2025-08-18T15:20:06.94,0.5,8,high,long pause (3.8s); thank you transition,"Thank you, Secretary. You'll be around for questions."
898,2025-08-18T15:20:12.89,2025-08-18T15:20:13.14,0.25,7,high,long pause (6.0s),"Yes, ma'am. Thank you. OK, so do"
899,2025-08-18T15:20:15.523,2025-08-18T15:20:16.473,0.5,7,high,long pause (2.4s),"we have, um, John Taylor here? OK."
900,2025-08-18T15:20:19.257,2025-08-18T15:20:23.54,1.0,11,high,long pause (2.8s),are you related to somebody in Mesa OK. please go ahead
901,2025-08-18T15:20:33.257,2025-08-18T15:20:36.84,1.0,19,high,long pause (9.7s),"Madam Chair, members of the committee, thank you so much for, uh, providing us the opportunity to speak about"
902,2025-08-18T15:20:39.623,2025-08-18T15:20:40.807,0.75,7,high,long pause (2.8s),uh our archaeological field training program uh
903,2025-08-18T15:20:43.523,2025-08-18T15:20:49.407,1.0,20,high,long pause (2.7s); formal introduction,"I'm here to discuss DCA's role in the archaeological field training program, um, this was first introduced during the last"
904,2025-08-18T15:20:51.49,2025-08-18T15:20:55.473,0.75,15,high,long pause (2.1s),"legislative session as HB 315, uh, sponsored by Representative Dao and other sponsors uh from"
905,2025-08-18T15:20:57.59,2025-08-18T15:20:57.84,0.25,3,high,long pause (2.1s),"the legislature, um"
906,2025-08-18T15:21:00.123,2025-08-18T15:21:00.373,0.25,5,high,long pause (2.3s),it has since been uh
907,2025-08-18T15:21:05.423,2025-08-18T15:21:07.74,0.5,10,high,long pause (5.0s),"incorporated into HB2 as an appropriation, and so we have,"
908,2025-08-18T15:21:11.523,2025-08-18T15:21:20.673,2.0,35,high,long pause (3.8s),"uh, an appropriation to develop and deliver an archaeological field training program statewide. Uh, first I'd like to give you a little bit of background about who we are and the role that we play."
909,2025-08-18T15:21:23.123,2025-08-18T15:21:28.707,1.25,22,high,long pause (2.5s),"um, in New Mexico Office of Archaeological Studies has operated as a an enterprise state agency in New Mexico since the 1990s."
910,2025-08-18T15:21:31.49,2025-08-18T15:21:33.873,0.75,17,high,long pause (2.8s),"Uh, prior to that, uh, we were, uh, part of the research section of the Laboratory of"
911,2025-08-18T15:21:36.623,2025-08-18T15:21:38.74,0.75,14,high,long pause (2.8s),"Anthropology, um, and, uh, part of their merger with the Museum of New Mexico."
912,2025-08-18T15:21:41.123,2025-08-18T15:21:50.74,2.0,34,high,long pause (2.4s),"after World War II, um, we provide public archaeological services, uh, under state and federal rules and regulations, uh, such as the Cultural Properties Act of New Mexico and the National Historic Preservation Act."
913,2025-08-18T15:21:52.957,2025-08-18T15:21:53.707,0.5,7,high,long pause (2.2s),"uh, we became the state's centralized professional"
914,2025-08-18T15:21:56.923,2025-08-18T15:21:58.473,0.75,11,high,long pause (3.2s),archaeological uh unit under the Department of Cultural Affairs since 2004.
915,2025-08-18T15:22:01.223,2025-08-18T15:22:10.74,2.0,27,high,long pause (2.8s),"Our mission is to promote the understanding and preservation of New Mexico's rich archaeological heritage through our diverse programs of public archaeological services, research, outreach, and education."
916,2025-08-18T15:22:13.123,2025-08-18T15:22:16.606,1.0,15,high,long pause (2.4s),Some of the specific services that we provide include cultural resource permitting and compliance services.
917,2025-08-18T15:22:18.89,2025-08-18T15:22:24.706,1.25,16,high,long pause (2.3s),"archaeological surveys and excavations, uh, ethnographic and historical research, as well as education and community engagement."
918,2025-08-18T15:22:30.59,2025-08-18T15:22:37.673,1.75,37,high,long pause (5.9s),"and to provide a little bit of background, uh, for anybody who's not been directly involved in cultural resource permitting and compliance. You may ask yourself, what is that process and why does it have to happen?"
919,2025-08-18T15:22:39.59,2025-08-18T15:22:39.84,0.25,5,medium,medium pause (1.9s) + speech pattern; question-answer pattern,"So federal, state, county, and"
920,2025-08-18T15:22:42.656,2025-08-18T15:22:48.44,1.25,22,high,long pause (2.8s),municipal regulations and codes have been enacted that require consideration of the project's impact on the cultural resources in a particular area.
921,2025-08-18T15:22:50.756,2025-08-18T15:22:56.973,1.5,23,high,long pause (2.3s),I have triggered these regulations and codes may require that prior to any of these projects which in federal parlance are called undertakings.
922,2025-08-18T15:22:59.356,2025-08-18T15:23:22.206,4.0,66,high,long pause (2.4s),"uh, that the, uh, their effect on the historic and archaeological resources in the area are taken into consideration, and that consultation take place between the regulatory agency that's involved, a proponent of the project, as well as review agencies like the State Historic Preservation Officer, um, if it's a federal project, the advisory Council on Historic Preservation, tribal governments and interested parties, including the public."
923,2025-08-18T15:23:25.19,2025-08-18T15:23:35.473,1.75,30,high,long pause (3.0s),"Some examples of our clients that we work with, uh, include both public and private organizations, uh, the Department of Mexico, Department of Transportation, uh, Private Energy corporations, the oil"
924,2025-08-18T15:23:37.49,2025-08-18T15:23:39.406,0.5,7,high,long pause (2.0s),"conservation division, uh, tribes, Pueblos and nations,"
925,2025-08-18T15:23:41.956,2025-08-18T15:23:42.906,0.5,7,high,long pause (2.5s),"municipalities, um, as well as private landowners."
926,2025-08-18T15:23:45.19,2025-08-18T15:23:49.906,1.0,17,high,long pause (2.3s),"uh, the types of projects may include municipal utility infrastructure, water and sewer lines, uh, fiber optic"
927,2025-08-18T15:23:52.89,2025-08-18T15:23:55.14,0.5,7,high,long pause (3.0s),"uh, projects, uh, National Energy infrastructure, uh,"
928,2025-08-18T15:23:57.19,2025-08-18T15:24:10.906,2.0,34,high,long pause (2.0s),"mining, and other projects, uh, related to that, uh, wildlife refuge restoration, um, construction development, forestry and fire mitigation, highway and road improvement, and uh we have also uh done projects in conjunction with,"
929,2025-08-18T15:24:12.956,2025-08-18T15:24:17.973,1.0,18,high,long pause (2.0s),"uh, lessees of state, uh, trust land, uh, wanting to, uh, to improvements on their, uh, lease holdings."
930,2025-08-18T15:24:24.856,2025-08-18T15:24:25.106,0.25,7,high,long pause (6.9s),"So the the need, uh, for a"
931,2025-08-18T15:24:27.423,2025-08-18T15:24:28.273,0.5,8,high,long pause (2.3s),"program like this, um, stems from a current"
932,2025-08-18T15:24:30.69,2025-08-18T15:24:31.74,0.5,11,high,long pause (2.4s),"uh, situation with the workforce uh in New Mexico and really"
933,2025-08-18T15:24:34.656,2025-08-18T15:24:35.473,0.5,9,high,long pause (2.9s),nationwide a uh study was completed in 2022 that
934,2025-08-18T15:24:37.523,2025-08-18T15:24:39.74,0.5,8,high,long pause (2.0s),identified some uh patterns that are still relevant
935,2025-08-18T15:24:42.723,2025-08-18T15:24:44.906,0.75,13,high,long pause (3.0s),"today, um, and indeed I've been, you know, perhaps exacerbated by some current"
936,2025-08-18T15:24:47.39,2025-08-18T15:24:58.306,2.0,33,high,long pause (2.5s),"uh developments. Uh, one of those is that there's a general decline in academic enrollment in university programming and so universities are turning out fewer uh professional archaeologists. Um, and then as well"
937,2025-08-18T15:25:00.656,2025-08-18T15:25:00.906,0.25,4,high,long pause (2.4s),"when you're a practitioner,"
938,2025-08-18T15:25:02.956,2025-08-18T15:25:07.14,1.0,17,high,long pause (2.0s),"you'll also see on the ground uh barriers to entry-level employment, especially for rural and underserved communities."
939,2025-08-18T15:25:10.656,2025-08-18T15:25:10.906,0.25,7,high,long pause (3.5s),"um, and then, and we also have"
940,2025-08-18T15:25:13.156,2025-08-18T15:25:18.84,1.25,22,high,long pause (2.2s),"what is going on, um, you know, with the current, uh situation with the federal government, including the federal workforce reduction and"
941,2025-08-18T15:25:21.256,2025-08-18T15:25:22.14,0.5,10,high,long pause (2.4s),that of course has affected the number of archaeologists that
942,2025-08-18T15:25:24.623,2025-08-18T15:25:28.373,1.0,20,high,long pause (2.5s),are able to operate or are even employed by the federal agencies such as the Forest Service and National Parks.
943,2025-08-18T15:25:31.856,2025-08-18T15:25:32.106,0.25,4,high,long pause (3.5s),In an effort to
944,2025-08-18T15:25:36.656,2025-08-18T15:25:41.773,1.0,18,high,long pause (4.5s),"address some of these concerns, uh, the program that we're developing and plan to deliver this fall. uh"
945,2025-08-18T15:25:45.223,2025-08-18T15:25:45.473,0.25,5,high,long pause (3.5s),is a combination of classroom
946,2025-08-18T15:25:47.59,2025-08-18T15:25:54.906,1.5,29,high,long pause (2.1s),"training as well as in-field practice and then on the job training uh for two tracks. There's an entry level track as well as an advanced, uh, level track."
947,2025-08-18T15:25:57.19,2025-08-18T15:25:59.64,0.5,10,high,long pause (2.3s),"Uh, that will serve different constituencies, um, it's a six"
948,2025-08-18T15:26:02.956,2025-08-18T15:26:04.273,0.5,10,high,long pause (3.3s),"week program, uh, it involves a hybrid online learning, um"
949,2025-08-18T15:26:08.823,2025-08-18T15:26:13.373,1.0,12,high,long pause (4.5s),"uh, portion, uh, followed by an infield, uh hands-on practice, uh, component"
950,2025-08-18T15:26:16.956,2025-08-18T15:26:27.44,1.75,38,high,long pause (3.6s),"And then, uh, once, uh, the trainees complete that, then we would like to place them on actual projects where they will get on the job training in the field, uh, where they can master their skills, uh."
951,2025-08-18T15:26:31.123,2025-08-18T15:26:32.906,0.5,9,high,long pause (3.7s),the online modules will involve both asynchronous learning as
952,2025-08-18T15:26:34.923,2025-08-18T15:26:35.173,0.25,6,high,long pause (2.0s),"well as uh live sessions, uh,"
953,2025-08-18T15:26:38.69,2025-08-18T15:26:46.306,1.25,28,high,long pause (3.5s),"check-ins, um, peer review, uh, and then, of course, the infield practice, they will be able to actually uh apply what they have learned on the online modules"
954,2025-08-18T15:26:50.923,2025-08-18T15:26:51.173,0.25,6,high,long pause (4.6s),They will be evaluated using a
955,2025-08-18T15:26:53.223,2025-08-18T15:27:00.973,1.25,29,high,long pause (2.0s),"concept uh that was uh proposed by um one of our federal partners, uh, which are, are taskbooks, and that'll be a way of tracking their mastery of of"
956,2025-08-18T15:27:03.256,2025-08-18T15:27:04.373,0.5,8,high,long pause (2.3s),"the skills and, and the uh um um"
957,2025-08-18T15:27:07.323,2025-08-18T15:27:11.706,0.75,14,high,long pause (3.0s),"uh things that they learned in the, the, the, uh, classroom learning session, um."
958,2025-08-18T15:27:13.923,2025-08-18T15:27:14.173,0.25,6,high,long pause (2.2s),the goal of this is that
959,2025-08-18T15:27:16.223,2025-08-18T15:27:17.473,0.75,8,high,long pause (2.0s),"building, uh, we will build the workforce um,"
960,2025-08-18T15:27:21.456,2025-08-18T15:27:36.873,2.5,49,high,long pause (4.0s),"and, uh, especially we have heard that there's a need, um, there's a demand for this, uh, in a few different areas, uh, the advanced level is meant to address the concerns that we have heard from the State Historic Preservation officer and our federal partners about mid-tier professionals"
961,2025-08-18T15:27:39.156,2025-08-18T15:27:41.739,0.75,12,high,long pause (2.3s),"encouraging students, um, and beginning professionals to enter the cultural resource management"
962,2025-08-18T15:27:44.656,2025-08-18T15:27:46.506,0.75,13,high,long pause (2.9s),"public archaeology fields, um, and providing them with advanced on, uh, hands-on applied"
963,2025-08-18T15:27:49.423,2025-08-18T15:28:00.906,1.75,30,high,long pause (2.9s),"learning that will serve them uh directly as they begin the professional careers and also to bolster uh entry level workforce, uh, field technicians, especially for, you know, uh, underserved"
964,2025-08-18T15:28:02.923,2025-08-18T15:28:05.073,0.75,11,high,long pause (2.0s),"communities or rural areas. uh, there's particular interest in this, um."
965,2025-08-18T15:28:07.156,2025-08-18T15:28:19.606,2.0,44,high,long pause (2.1s),"from some of the tribal communities that I've talked to, uh, we also have partners, uh, in New Mexico State University, um, and we have reached out to San Juan College and some other institutions of higher learning here in New Mexico as well."
966,2025-08-18T15:28:21.289,2025-08-18T15:28:21.539,0.25,2,medium,medium pause (1.7s) + speech pattern; thank you transition,Thank you.
967,2025-08-18T15:28:23.423,2025-08-18T15:28:23.673,0.25,2,medium,medium pause (1.9s) + speech pattern; thank you transition,Thank you
968,2025-08-18T15:28:27.623,2025-08-18T15:28:27.873,0.25,5,high,long pause (4.0s),"OK, moving on, Max Hinkel."
969,2025-08-18T15:28:33.256,2025-08-18T15:28:34.539,0.75,12,high,long pause (5.4s),"Yeah, Fults, pick it up, put it in front of you. yep."
970,2025-08-18T15:28:38.623,2025-08-18T15:28:41.373,1.0,16,high,long pause (4.1s),"No, not until you push the button to with the red light. No. there you go"
971,2025-08-18T15:28:45.523,2025-08-18T15:28:47.806,0.5,10,high,long pause (4.2s); thank you transition,"Thank you, um, Madam Chair, committee members, um, my name"
972,2025-08-18T15:28:49.123,2025-08-18T15:28:57.339,1.5,27,medium,formal introduction,"is Max Hinkel, and I'm a, um, division director for the New Mexico Department of Ags, um, agricultural programs and resources division here in Las Cruces. um"
973,2025-08-18T15:28:59.456,2025-08-18T15:28:59.706,0.25,6,high,long pause (2.1s),and I will be providing an
974,2025-08-18T15:29:02.356,2025-08-18T15:29:05.373,0.75,8,high,long pause (2.6s),update on NMDA's agg workforce development program. OK
975,2025-08-18T15:29:07.489,2025-08-18T15:29:07.739,0.25,5,high,long pause (2.1s),"sit down, it's done. OK"
976,2025-08-18T15:29:14.623,2025-08-18T15:29:16.706,0.75,14,high,long pause (6.9s),"So the agg Workforce development or um AWD is the acronym for that, um."
977,2025-08-18T15:29:18.923,2025-08-18T15:29:21.773,0.75,13,high,long pause (2.2s),"came from the agricultural Workforce Development Act, um, which the legislature passed in"
978,2025-08-18T15:29:25.189,2025-08-18T15:29:25.439,0.25,7,high,long pause (3.4s),"2019, um, and a lot of elements"
979,2025-08-18T15:29:27.456,2025-08-18T15:29:42.373,2.75,52,high,long pause (2.0s),"of the program design are um prescribed actually in the statute, and so I kind of have a little list here just to give you an overview, um, you know, it's available for agricultural businesses, um, which are defined as businesses of a food or agricultural nature, including ag production or processing."
980,2025-08-18T15:29:45.456,2025-08-18T15:29:45.706,0.25,6,high,long pause (3.1s),"um, and essentially how it works"
981,2025-08-18T15:29:48.623,2025-08-18T15:30:03.739,2.25,48,high,long pause (2.9s),"is NMDA pays up to 50% of the actual costs of an internship, um, which includes wages, um, workers' comp, and directly related incidental costs. Um, interns must be paid at least minimum wage, um, internships, um, I didn't put on here, but also um need to last"
982,2025-08-18T15:30:06.956,2025-08-18T15:30:07.839,0.5,7,high,long pause (3.2s),"for over 130 hours at minimum, um"
983,2025-08-18T15:30:10.889,2025-08-18T15:30:11.139,0.25,8,high,long pause (3.0s),an ag business can have up to 3
984,2025-08-18T15:30:13.456,2025-08-18T15:30:19.739,1.25,24,high,long pause (2.3s),interns per calendar year and interns must be 18 years or older and cannot be immediate family members or previous employees of the business.
985,2025-08-18T15:30:23.456,2025-08-18T15:30:32.939,1.75,34,high,long pause (3.7s),"Um, NMDA also, um, in order to administer this, some of the policies that we've done for administration have been, um, you know, collecting applications on a first come, first serve, um, rolling basis,"
986,2025-08-18T15:30:35.189,2025-08-18T15:30:35.439,0.25,6,high,long pause (2.2s),"um, usually opens, um, late May"
987,2025-08-18T15:30:37.489,2025-08-18T15:30:41.806,0.75,19,high,long pause (2.0s),"or early June once we um know our funding for the program, um, and we have currently set a"
988,2025-08-18T15:30:45.489,2025-08-18T15:30:45.739,0.25,6,high,long pause (3.7s),"limit of $15,000 of NMDA match"
989,2025-08-18T15:30:49.189,2025-08-18T15:30:50.106,0.5,8,high,long pause (3.5s),per intern. That's the 50% that NMDA contributes.
990,2025-08-18T15:30:56.623,2025-08-18T15:31:02.906,1.0,26,high,long pause (6.5s),"So just to kind of give an overview to to the programs, you know, um, a little over 5 years old, um, so currently we have"
991,2025-08-18T15:31:05.189,2025-08-18T15:31:05.439,0.25,5,high,long pause (2.3s),"recurring funding of $125,000 in"
992,2025-08-18T15:31:08.656,2025-08-18T15:31:08.906,0.25,6,high,long pause (3.2s),"NMDA's budget, um, and kind of"
993,2025-08-18T15:31:10.989,2025-08-18T15:31:12.239,0.5,9,high,long pause (2.1s),below on the table you can um see um
994,2025-08-18T15:31:14.656,2025-08-18T15:31:15.673,0.5,11,high,long pause (2.4s),the funding that's been awarded the number of interns and the
995,2025-08-18T15:31:19.156,2025-08-18T15:31:19.406,0.25,4,high,long pause (3.5s),"participating businesses, um, in"
996,2025-08-18T15:31:22.623,2025-08-18T15:31:23.573,0.5,12,high,long pause (3.2s),"20 FY 25, um, annual funding was fully allocated um within a"
997,2025-08-18T15:31:26.689,2025-08-18T15:31:27.839,0.5,10,high,long pause (3.1s),"month, um, so we're seeing a big uptick in um."
998,2025-08-18T15:31:30.856,2025-08-18T15:31:31.106,0.25,5,high,long pause (3.0s),in the program um applications
999,2025-08-18T15:31:33.289,2025-08-18T15:31:35.639,0.5,12,high,long pause (2.2s),"from A Businesses, um, interns um, are evaluated at the end of"
1000,2025-08-18T15:31:38.956,2025-08-18T15:31:48.873,2.0,36,high,long pause (3.3s),"the internship and um one real positive outcome we've seen is sometimes they're hired on as full-time employees after the program. you know, and some common challenges we always hear from the businesses are are really"
1001,2025-08-18T15:31:50.956,2025-08-18T15:31:55.806,1.0,21,high,long pause (2.1s),"just finding the interns and then if one falls through, um, it's really hard to replace, especially within the time frame"
1002,2025-08-18T15:31:58.756,2025-08-18T15:32:03.173,1.0,24,high,long pause (3.0s),"of the program, um, so we, we certainly here, um, we don't do matchmaking with interns up to the business to find them, but"
1003,2025-08-18T15:32:05.723,2025-08-18T15:32:06.673,0.5,12,high,long pause (2.5s),"that's definitely a big um a big thing that we hear, um"
1004,2025-08-18T15:32:10.789,2025-08-18T15:32:18.039,1.25,28,high,long pause (4.1s),"and yeah, and you can see on FY 23 we did receive a boost from the governor's food initiative funding, um, since then we've generally been at 125,000."
1005,2025-08-18T15:32:25.489,2025-08-18T15:32:30.273,1.0,21,high,long pause (7.5s),"So the next slide is just kind of giving a sense of the geographic spread of the internships so far, um."
1006,2025-08-18T15:32:33.023,2025-08-18T15:32:35.039,0.5,13,high,long pause (2.8s),"just with the number of interns per county, and this is just for"
1007,2025-08-18T15:32:37.256,2025-08-18T15:32:40.939,0.75,14,high,long pause (2.2s),"fiscal years, um, 23 through 25. Um, so pretty good spread although definitely a"
1008,2025-08-18T15:32:43.289,2025-08-18T15:32:45.706,0.5,8,high,long pause (2.4s),"concentration in Bernalilo County, Sandoval, Santa Fe, and"
1009,2025-08-18T15:32:48.589,2025-08-18T15:32:50.939,0.5,14,high,long pause (2.9s),"Dona Anna with the most, um, I would just add that for FY 26,"
1010,2025-08-18T15:32:52.956,2025-08-18T15:32:55.239,0.5,11,high,long pause (2.0s),"um, we also have an intern, um, new internships in Catron"
1011,2025-08-18T15:32:57.256,2025-08-18T15:32:57.506,0.25,7,high,long pause (2.0s),"County, Los Alamos, um, 3 in Rio"
1012,2025-08-18T15:33:00.023,2025-08-18T15:33:02.073,0.75,11,high,long pause (2.5s),"Riba and then internships in um Torrance, Guadalupe, and Lincoln Counties"
1013,2025-08-18T15:33:11.556,2025-08-18T15:33:15.739,1.0,21,high,long pause (9.5s),"So we have a pretty diverse spread of agricultural businesses that have um access to our program, um, so I just"
1014,2025-08-18T15:33:18.656,2025-08-18T15:33:24.006,1.0,22,high,long pause (2.9s),"provided a few um examples, but we really have everything from, you know, small scale or small scale local kind of vegetable"
1015,2025-08-18T15:33:26.689,2025-08-18T15:33:27.739,0.5,8,high,long pause (2.7s),"producers, um, to, um, bigger commercial operations, for"
1016,2025-08-18T15:33:30.889,2025-08-18T15:33:31.139,0.25,6,high,long pause (3.1s),"example, a pecan farm in Donana"
1017,2025-08-18T15:33:33.289,2025-08-18T15:33:35.839,0.75,16,high,long pause (2.1s),"County. Um, we have, um, ranches using this, you know, on cow calf operations throughout the"
1018,2025-08-18T15:33:38.022,2025-08-18T15:33:41.706,1.0,17,high,long pause (2.2s),"state, um, some of the other examples are, you know, custom meat processing in Otero and Colfax"
1019,2025-08-18T15:33:44.689,2025-08-18T15:33:51.572,1.25,26,high,long pause (3.0s),"Counties, um, and Santa Fe, we have um a composting facility that's utilized this, and then in Valencia, you know, uh, greenhouse and uh plant nursery,"
1020,2025-08-18T15:33:54.756,2025-08-18T15:33:57.839,0.75,19,high,long pause (3.2s),"um, some examples from um FY 26 that are new ones. Um, there's a mushroom producer in Santa Fe"
1021,2025-08-18T15:34:00.789,2025-08-18T15:34:05.372,1.25,21,high,long pause (3.0s),"County, um, as well as a ranch, um, infrastructure, um, installation contractor um located on the eastern part of the state."
1022,2025-08-18T15:34:12.956,2025-08-18T15:34:17.839,1.0,23,high,long pause (7.6s),So currently our FY 26 application cycle is um still open and we we really um keep it open until the funding's fully
1023,2025-08-18T15:34:20.756,2025-08-18T15:34:23.406,0.75,18,high,long pause (2.9s),"allocated, um, because we have a little bit of rollover funds from last year were um able to"
1024,2025-08-18T15:34:27.056,2025-08-18T15:34:29.772,0.75,18,high,long pause (3.6s),"award more than the 125,000, um, and I have some updated numbers so so far we've awarded actually"
1025,2025-08-18T15:34:32.722,2025-08-18T15:34:32.972,0.25,4,high,long pause (3.0s),24 internships with over
1026,2025-08-18T15:34:35.556,2025-08-18T15:34:41.572,1.5,28,high,long pause (2.6s),"$204,000 but still, um, if, if you know of any businesses that might be interested, please direct them to our, um, website for the application and more information"
1027,2025-08-18T15:34:47.456,2025-08-18T15:34:51.606,0.75,17,high,long pause (5.9s),"And uh lastly, just wanted to touch on um what the um secretary referred to with the"
1028,2025-08-18T15:34:53.189,2025-08-18T15:34:53.439,0.25,4,medium,medium pause (1.6s) + speech pattern,um interagency partnership for
1029,2025-08-18T15:34:55.456,2025-08-18T15:34:55.706,0.25,5,high,long pause (2.0s),the targeted solutions for the
1030,2025-08-18T15:34:58.689,2025-08-18T15:35:01.172,0.5,11,high,long pause (3.0s),"ag workforce um sector, um, they hosted that discussion in Las"
1031,2025-08-18T15:35:03.189,2025-08-18T15:35:07.939,1.0,20,high,long pause (2.0s),"Cruces, um, on August 6th, and they're still collecting industry input, um, so there's a link to the survey there."
1032,2025-08-18T15:35:12.656,2025-08-18T15:35:15.706,0.75,16,high,long pause (4.7s),"And uh my last slide just has contact information for myself, um, and, um, other leadership"
1033,2025-08-18T15:35:18.256,2025-08-18T15:35:19.106,0.5,10,high,long pause (2.5s),positions at NMDA. Thank you very much for your time.
1034,2025-08-18T15:35:21.922,2025-08-18T15:35:23.639,0.5,6,high,long pause (2.8s); thank you transition,"Thank you, uh, Debbie. Debbie Hughes"
1035,2025-08-18T15:35:31.522,2025-08-18T15:35:40.172,1.5,31,high,long pause (7.9s),"Madam Chair and members of the committee, thank you very much for uh bringing this together. We're really excited to be here and um I think as John mentioned, um, this."
1036,2025-08-18T15:35:44.922,2025-08-18T15:35:45.172,0.25,7,high,long pause (4.8s),was a House Bill 315 that gave
1037,2025-08-18T15:35:48.989,2025-08-18T15:35:51.239,0.75,14,high,long pause (3.8s),us the uh ability to uh start putting together this archaeological field school and
1038,2025-08-18T15:35:52.889,2025-08-18T15:35:59.606,1.5,35,medium,medium pause (1.6s) + speech pattern,"um I know Representative Doo had talked to folks at the Gila National Forest and they would say, oh yeah, we got part of the Nipaan, but the big holdup is archaeological clearances, so we"
1039,2025-08-18T15:36:01.822,2025-08-18T15:36:02.072,0.25,6,high,long pause (2.2s),"can't thin these areas, so, um,"
1040,2025-08-18T15:36:04.956,2025-08-18T15:36:15.406,2.0,39,high,long pause (2.9s),"this was a bipartisan bill, um, our state association that is the membership of the soil and Water District, so it's called the New Mexico Association of Conservation Districts. We've actually been working with two federal agencies and helping"
1041,2025-08-18T15:36:18.956,2025-08-18T15:36:19.872,0.5,9,high,long pause (3.5s),them get their um archaeological clearances done for probably
1042,2025-08-18T15:36:24.822,2025-08-18T15:36:35.406,1.75,39,high,long pause (5.0s),"about 20 years, um, NMACD has 11 contracts right now with private firms, um, that are on that Shippo approved list, um, but then there is circumstances, for example, two of those, uh, will only work with, with certain"
1043,2025-08-18T15:36:37.556,2025-08-18T15:36:41.739,1.0,16,high,long pause (2.1s),"pueblos and then one of the companies will only work in Leonetti County. So, um we,"
1044,2025-08-18T15:36:46.656,2025-08-18T15:36:49.906,0.75,17,high,long pause (4.9s),"uh, over the last 2021, um, our state association is hired firms to do 58 cultural survey"
1045,2025-08-18T15:36:52.956,2025-08-18T15:36:57.139,0.75,19,high,long pause (3.0s),projects and uh this year so far we've got 12 contracts we've been working on 7 of them are
1046,2025-08-18T15:36:59.522,2025-08-18T15:37:05.439,1.25,25,high,long pause (2.4s),"complete and um this this what we're working on right now is coming through USDA, the Natural Resource Conservation Service. We're actually helping them get"
1047,2025-08-18T15:37:07.489,2025-08-18T15:37:10.906,1.0,23,high,long pause (2.0s),"the arts, uh, surveys done and so the way that works, the private company does that, you know, they let us know which"
1048,2025-08-18T15:37:12.956,2025-08-18T15:37:13.206,0.25,8,high,long pause (2.0s),ranch or farm they want us to go
1049,2025-08-18T15:37:15.389,2025-08-18T15:37:15.639,0.25,7,high,long pause (2.2s),to and then that report is sent
1050,2025-08-18T15:37:18.889,2025-08-18T15:37:19.939,0.5,12,high,long pause (3.2s),to the state NRCS archaeologist and then they have to review it
1051,2025-08-18T15:37:22.089,2025-08-18T15:37:22.339,0.25,7,high,long pause (2.1s),and either have it amended or um
1052,2025-08-18T15:37:25.522,2025-08-18T15:37:26.572,0.5,6,high,long pause (3.2s),"they will approve it, so um"
1053,2025-08-18T15:37:31.222,2025-08-18T15:37:39.206,1.5,29,high,long pause (4.7s),"for the past 30 years, we've actually been working with USD and the Bureau of Land Management, and this, this problem of not having enough archaeologists has been a"
1054,2025-08-18T15:37:41.489,2025-08-18T15:37:45.172,0.75,19,high,long pause (2.3s),"problem for a long time. Um, and we understand there's more of a need now because of the federal"
1055,2025-08-18T15:37:47.522,2025-08-18T15:37:47.772,0.25,5,high,long pause (2.4s),um shortage and staff shortages
1056,2025-08-18T15:37:50.722,2025-08-18T15:37:58.306,1.75,36,high,long pause (3.0s),"and the hiring freeze. So since this bill passed, you know, we were really looking at it for natural resource projects. Since this bill passed, we've been notified by utility companies, home builders, federal and state"
1057,2025-08-18T15:38:01.222,2025-08-18T15:38:04.772,1.0,23,high,long pause (2.9s),"agen agencies and and tribal communities saying oh we love this, we wanna be a part of it, we wanna do it too."
